epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
71,97.1085,0.05788,0.88679,0.98113,0.64651,0.000219198,0.000219198,0.000219198
72,98.493,0.04875,0.88679,0.98113,0.75403,0.000212129,0.000212129,0.000212129
73,99.8721,0.03985,0.88679,0.98113,0.43529,0.000205061,0.000205061,0.000205061
74,101.295,0.05015,0.88679,0.98113,0.37586,0.000197992,0.000197992,0.000197992
75,102.672,0.02421,0.88679,0.98113,0.38022,0.000190924,0.000190924,0.000190924
76,104.029,0.04239,0.88679,0.98113,0.4,0.000183855,0.000183855,0.000183855
77,105.432,0.05024,0.86792,0.98113,0.48261,0.000176786,0.000176786,0.000176786
78,106.707,0.03123,0.88679,0.98113,0.44853,0.000169718,0.000169718,0.000169718
79,108.112,0.04926,0.86792,1,0.33244,0.000162649,0.000162649,0.000162649
80,109.415,0.04042,0.88679,1,0.31595,0.000155581,0.000155581,0.000155581
81,110.838,0.01541,0.86792,1,0.46265,0.000148512,0.000148512,0.000148512
82,112.161,0.06794,0.86792,1,0.38584,0.000141443,0.000141443,0.000141443
83,113.527,0.03181,0.86792,1,0.47151,0.000134375,0.000134375,0.000134375
84,115.499,0.02472,0.86792,1,0.41883,0.000127306,0.000127306,0.000127306
85,116.879,0.05977,0.86792,1,0.28169,0.000120238,0.000120238,0.000120238
86,118.256,0.02534,0.86792,1,0.33496,0.000113169,0.000113169,0.000113169
87,119.641,0.02761,0.84906,1,0.44823,0.0001061,0.0001061,0.0001061
88,121.034,0.01703,0.84906,1,0.27666,9.90318e-05,9.90318e-05,9.90318e-05
89,122.302,0.03572,0.84906,1,0.46228,9.19632e-05,9.19632e-05,9.19632e-05
90,123.677,0.05553,0.84906,1,0.34303,8.48946e-05,8.48946e-05,8.48946e-05
91,125.514,0.03509,0.86792,1,0.3661,7.7826e-05,7.7826e-05,7.7826e-05
92,127.027,0.00633,0.84906,1,0.42109,7.07574e-05,7.07574e-05,7.07574e-05
93,128.563,0.02112,0.84906,1,0.35415,6.36888e-05,6.36888e-05,6.36888e-05
94,129.978,0.05255,0.84906,1,0.27632,5.66202e-05,5.66202e-05,5.66202e-05
95,131.415,0.0564,0.84906,1,0.2752,4.95516e-05,4.95516e-05,4.95516e-05
96,132.83,0.0424,0.84906,1,0.26613,4.2483e-05,4.2483e-05,4.2483e-05
97,134.24,0.03577,0.84906,1,0.25533,3.54144e-05,3.54144e-05,3.54144e-05
98,135.669,0.0196,0.84906,1,0.32102,2.83458e-05,2.83458e-05,2.83458e-05
99,137.31,0.01055,0.84906,1,0.30567,2.12772e-05,2.12772e-05,2.12772e-05
100,138.728,0.01449,0.84906,1,0.3498,1.42086e-05,1.42086e-05,1.42086e-05
