epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
75,51.8561,0.13354,0.92857,1,0.61494,0.000432734,0.000432734,0.000432734
76,52.453,0.09738,0.92857,1,0.54543,0.000423569,0.000423569,0.000423569
77,53.0582,0.1285,0.85714,1,0.74617,0.000414403,0.000414403,0.000414403
78,53.5919,0.02016,0.85714,1,0.73314,0.000405237,0.000405237,0.000405237
79,54.1103,0.27573,0.85714,1,0.73314,0.000396071,0.000396071,0.000396071
80,54.6338,0.0263,0.85714,1,0.66248,0.000386906,0.000386906,0.000386906
81,55.1569,0.02307,0.85714,1,0.77491,0.00037774,0.00037774,0.00037774
82,55.6269,0.15707,0.78571,1,0.78125,0.000368574,0.000368574,0.000368574
83,56.1198,0.05843,0.78571,1,0.78125,0.000359409,0.000359409,0.000359409
84,56.6706,0.06893,0.78571,1,0.76797,0.000350243,0.000350243,0.000350243
85,57.2282,0.04647,0.85714,1,0.81743,0.000341077,0.000341077,0.000341077
86,57.7299,0.03196,0.78571,1,0.79098,0.000331911,0.000331911,0.000331911
87,58.2306,0.1192,0.78571,1,0.79098,0.000322745,0.000322745,0.000322745
88,58.7359,0.09723,0.78571,1,0.81975,0.00031358,0.00031358,0.00031358
89,59.2339,0.2031,0.78571,1,0.76288,0.000304414,0.000304414,0.000304414
90,59.7183,0.13878,0.78571,1,0.85065,0.000295248,0.000295248,0.000295248
91,60.2137,0.02186,0.78571,1,0.85065,0.000286083,0.000286083,0.000286083
92,60.7919,0.02538,0.78571,1,0.78181,0.000276917,0.000276917,0.000276917
93,61.2747,0.03606,0.78571,1,0.90447,0.000267751,0.000267751,0.000267751
94,61.8484,0.18786,0.78571,1,0.76986,0.000258585,0.000258585,0.000258585
95,62.3335,0.00741,0.78571,1,0.76986,0.00024942,0.00024942,0.00024942
96,62.8439,0.17901,0.78571,1,0.77596,0.000240254,0.000240254,0.000240254
97,63.3603,0.01968,0.78571,1,0.7315,0.000231088,0.000231088,0.000231088
98,63.8791,0.01941,0.78571,1,0.79643,0.000221922,0.000221922,0.000221922
99,64.3605,0.18354,0.78571,1,0.79643,0.000212757,0.000212757,0.000212757
100,64.8683,0.01037,0.78571,1,0.74269,0.000203591,0.000203591,0.000203591
101,65.3931,0.03484,0.78571,1,0.76642,0.000194425,0.000194425,0.000194425
102,65.9044,0.07309,0.78571,1,0.71505,0.000185259,0.000185259,0.000185259
103,66.4028,0.02485,0.78571,1,0.71505,0.000176094,0.000176094,0.000176094
104,66.9011,0.02951,0.78571,1,0.67823,0.000166928,0.000166928,0.000166928
105,67.3855,0.03485,0.78571,1,0.78837,0.000157762,0.000157762,0.000157762
106,67.9381,0.0408,0.78571,1,0.74442,0.000148596,0.000148596,0.000148596
107,68.4515,0.05776,0.78571,1,0.74442,0.000139431,0.000139431,0.000139431
108,68.9704,0.01737,0.85714,1,0.64371,0.000130265,0.000130265,0.000130265
109,69.4878,0.00447,0.78571,1,0.59796,0.000121099,0.000121099,0.000121099
110,70.0052,0.02101,0.78571,1,0.65145,0.000111933,0.000111933,0.000111933
111,71.1949,0.02511,0.78571,1,0.65145,0.000102768,0.000102768,0.000102768
